email_content,is_purchase_order
"Subject: Meeting Invitation

Hi Steven,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-08
Proposed Time: 11:21:10

Looking forward to your response.

Best regards,
Joseph Brown",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-61350
Customer: Nelson-Rivera

Item List:
1. eat - Quantity: 40
2. without - Quantity: 8

Total Order Value: $2999.04
Payment Terms: Net 30
Delivery Instructions: Thousand idea project.

Regards,
Ltd Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-25859
Customer: Houston PLC

Item List:
1. safe - Quantity: 5
2. yet - Quantity: 28

Total Order Value: $7917.15
Payment Terms: Net 30
Delivery Instructions: Hot write air push boy product.

Regards,
Group Purchasing Department",1
"Subject: Job Application Acknowledgement

Dear Sandra Powell,

We have received your job application for the Scientist, research (life sciences) position.

We will review your application and get back to you soon.

Thank you,
Marsh, King and Phillips HR Department",0
"Subject: Job Application Acknowledgement

Dear Cassie Jones,

We have received your job application for the Food technologist position.

We will review your application and get back to you soon.

Thank you,
Lowe-Sharp HR Department",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-71251
Customer: Cooley, Cox and Schmidt

Item List:
1. attorney - Quantity: 8
2. he - Quantity: 8

Total Order Value: $7192.24
Payment Terms: Net 30
Delivery Instructions: Prevent majority home improve across increase speak.

Regards,
Inc Purchasing Department",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Group activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-65175
Customer: Diaz, Elliott and Fuller

Item List:
1. hundred - Quantity: 28
2. fly - Quantity: 25

Total Order Value: $6893.14
Payment Terms: Net 30
Delivery Instructions: Recently role most human firm end.

Regards,
Group Purchasing Department",1
"Subject: Job Application Acknowledgement

Dear Samuel French,

We have received your job application for the Music tutor position.

We will review your application and get back to you soon.

Thank you,
Andersen-Dunn HR Department",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on LLC activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Group activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on LLC activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-48951
Customer: Cervantes LLC

Item List:
1. simply - Quantity: 11
2. beat - Quantity: 29

Total Order Value: $7575.7
Payment Terms: Net 30
Delivery Instructions: Color win commercial find financial especially than final.

Regards,
LLC Purchasing Department",1
"Subject: Purchase Order #6707

Dear Morgan, Christian and Meyer,

This is a purchase order for the following items:

Item: defense
Quantity: 87
Unit Price: $227.19
Total Amount: $3044.39

Purchase Order Number: PO-81126
Customer: Frazier-Kelly
Contact: Meredith Jones
Email: bradley54@example.net

Delivery Date: 2024-12-16

Best regards,
Hurley-Spence",1
"Subject: Purchase Order #6851

Dear Reeves, Hendrix and Hall,

This is a purchase order for the following items:

Item: skill
Quantity: 43
Unit Price: $364.28
Total Amount: $4165.87

Purchase Order Number: PO-47782
Customer: Santos Inc
Contact: Christopher Wagner
Email: brookediaz@example.net

Delivery Date: 2024-11-27

Best regards,
Murphy Ltd",1
"Subject: Job Application Acknowledgement

Dear Joe Koch,

We have received your job application for the Further education lecturer position.

We will review your application and get back to you soon.

Thank you,
Harding, Smith and Cline HR Department",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-45253
Customer: Stevenson-Flores

Item List:
1. author - Quantity: 18
2. easy - Quantity: 6

Total Order Value: $9993.15
Payment Terms: Net 30
Delivery Instructions: Amount hundred wonder choice hotel.

Regards,
and Sons Purchasing Department",1
"Subject: Purchase Order #4109

Dear Pennington, Lee and Jackson,

This is a purchase order for the following items:

Item: color
Quantity: 2
Unit Price: $243.66
Total Amount: $1221.19

Purchase Order Number: PO-68326
Customer: Barber, Dalton and Diaz
Contact: Paul Wilson
Email: gonzalezdonald@example.com

Delivery Date: 2024-11-18

Best regards,
Hill, Williams and Austin",1
"Subject: Job Application Acknowledgement

Dear Michelle Harper,

We have received your job application for the Surveyor, minerals position.

We will review your application and get back to you soon.

Thank you,
Clark Inc HR Department",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on LLC activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-65367
Customer: Aguilar and Sons

Item List:
1. natural - Quantity: 23
2. toward - Quantity: 18

Total Order Value: $1183.19
Payment Terms: Net 30
Delivery Instructions: North fire moment oil significant bar discover into.

Regards,
PLC Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-82661
Customer: Fischer Ltd

Item List:
1. these - Quantity: 18
2. voice - Quantity: 19

Total Order Value: $6172.98
Payment Terms: Net 30
Delivery Instructions: Factor lot two whom process friend author.

Regards,
PLC Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-91424
Customer: Townsend, Green and Goodman

Item List:
1. edge - Quantity: 30
2. during - Quantity: 25

Total Order Value: $6878.17
Payment Terms: Net 30
Delivery Instructions: Letter minute call stuff.

Regards,
PLC Purchasing Department",1
"Subject: Job Application Acknowledgement

Dear Patricia Smith,

We have received your job application for the Industrial buyer position.

We will review your application and get back to you soon.

Thank you,
Martinez, Haynes and Cruz HR Department",0
"Subject: Job Application Acknowledgement

Dear Sarah Ramos,

We have received your job application for the Furniture conservator/restorer position.

We will review your application and get back to you soon.

Thank you,
Carey Ltd HR Department",0
"Subject: Job Application Acknowledgement

Dear Tyler Bowen,

We have received your job application for the Doctor, general practice position.

We will review your application and get back to you soon.

Thank you,
Curry Inc HR Department",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Ltd activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Purchase Order #8302

Dear Andrade LLC,

This is a purchase order for the following items:

Item: relationship
Quantity: 85
Unit Price: $273.19
Total Amount: $1517.95

Purchase Order Number: PO-31470
Customer: White-Ferguson
Contact: Melissa Marquez
Email: moniquemills@example.org

Delivery Date: 2024-12-31

Best regards,
Watts, Jones and Collins",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on LLC activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Meeting Invitation

Hi Julie,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-10
Proposed Time: 14:59:17

Looking forward to your response.

Best regards,
Rachel Acosta",0
"Subject: Purchase Order #1066

Dear Ruiz-Matthews,

This is a purchase order for the following items:

Item: art
Quantity: 85
Unit Price: $144.51
Total Amount: $2053.61

Purchase Order Number: PO-63558
Customer: Herrera Inc
Contact: Tina Lopez
Email: travis11@example.org

Delivery Date: 2024-11-07

Best regards,
Moore-Joseph",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on and Sons activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-62338
Customer: Brooks Group

Item List:
1. yard - Quantity: 6
2. analysis - Quantity: 20

Total Order Value: $7834.98
Payment Terms: Net 30
Delivery Instructions: Explain sit those safe society good.

Regards,
Group Purchasing Department",1
"Subject: Purchase Order #1188

Dear Luna-Short,

This is a purchase order for the following items:

Item: rich
Quantity: 85
Unit Price: $158.41
Total Amount: $4652.58

Purchase Order Number: PO-57002
Customer: Wilson-Ball
Contact: Kathryn Shannon
Email: jade41@example.org

Delivery Date: 2024-12-28

Best regards,
Castro LLC",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-48785
Customer: Barrett and Sons

Item List:
1. white - Quantity: 32
2. lay - Quantity: 45

Total Order Value: $6414.38
Payment Terms: Net 30
Delivery Instructions: Address agree billion study rest.

Regards,
and Sons Purchasing Department",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on PLC activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Purchase Order #1098

Dear Bradford, Thompson and Harris,

This is a purchase order for the following items:

Item: this
Quantity: 25
Unit Price: $213.22
Total Amount: $1874.45

Purchase Order Number: PO-84155
Customer: Butler, Conley and Graham
Contact: Danielle Kennedy
Email: tbarton@example.com

Delivery Date: 2024-12-16

Best regards,
Hall, Jones and Wilkerson",1
"Subject: Job Application Acknowledgement

Dear Douglas Gonzalez,

We have received your job application for the Occupational hygienist position.

We will review your application and get back to you soon.

Thank you,
Sharp PLC HR Department",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-27699
Customer: James-Long

Item List:
1. relationship - Quantity: 35
2. live - Quantity: 19

Total Order Value: $7177.67
Payment Terms: Net 30
Delivery Instructions: Everybody there look property herself.

Regards,
Inc Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-90467
Customer: Hawkins Inc

Item List:
1. listen - Quantity: 27
2. accept - Quantity: 33

Total Order Value: $993.14
Payment Terms: Net 30
Delivery Instructions: Story thus religious reach six.

Regards,
Group Purchasing Department",1
"Subject: Meeting Invitation

Hi Donna,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2025-01-03
Proposed Time: 05:59:52

Looking forward to your response.

Best regards,
Lindsey Wright",0
"Subject: Purchase Order #6693

Dear Bird Group,

This is a purchase order for the following items:

Item: sea
Quantity: 9
Unit Price: $242.82
Total Amount: $973.55

Purchase Order Number: PO-60335
Customer: Wiley, Perez and Sawyer
Contact: Shelly Brown
Email: willispamela@example.org

Delivery Date: 2024-12-23

Best regards,
Lopez Ltd",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-85860
Customer: Hampton-Li

Item List:
1. along - Quantity: 18
2. interesting - Quantity: 17

Total Order Value: $5485.2
Payment Terms: Net 30
Delivery Instructions: Serve son record growth environment tonight shoulder.

Regards,
Group Purchasing Department",1
"Subject: Meeting Invitation

Hi Matthew,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-07
Proposed Time: 03:05:15

Looking forward to your response.

Best regards,
Heather Knapp",0
"Subject: Purchase Order #9752

Dear Clark, Robinson and Butler,

This is a purchase order for the following items:

Item: natural
Quantity: 2
Unit Price: $204.12
Total Amount: $1948.8

Purchase Order Number: PO-89360
Customer: Santiago, Burgess and King
Contact: Mackenzie Park
Email: lkemp@example.com

Delivery Date: 2024-11-25

Best regards,
Carter, Wilson and Johnston",1
"Subject: Meeting Invitation

Hi Stacy,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-29
Proposed Time: 19:53:27

Looking forward to your response.

Best regards,
Daniel Hansen",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-92339
Customer: Mitchell, Gonzalez and Thompson

Item List:
1. word - Quantity: 43
2. color - Quantity: 19

Total Order Value: $5686.05
Payment Terms: Net 30
Delivery Instructions: Foreign occur chair lay listen article.

Regards,
PLC Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-84299
Customer: Brown Group

Item List:
1. increase - Quantity: 10
2. clearly - Quantity: 48

Total Order Value: $8382.22
Payment Terms: Net 30
Delivery Instructions: Position bit where least help rise dinner center.

Regards,
Inc Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-12460
Customer: Burton and Sons

Item List:
1. statement - Quantity: 11
2. almost - Quantity: 38

Total Order Value: $6565.71
Payment Terms: Net 30
Delivery Instructions: Three trouble son.

Regards,
and Sons Purchasing Department",1
"Subject: Purchase Order #9122

Dear Paul PLC,

This is a purchase order for the following items:

Item: president
Quantity: 41
Unit Price: $164.28
Total Amount: $2279.4

Purchase Order Number: PO-65848
Customer: Davis Inc
Contact: Barbara Brooks
Email: andrewphelps@example.net

Delivery Date: 2024-12-21

Best regards,
Miranda Group",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-46597
Customer: Saunders-Watts

Item List:
1. two - Quantity: 29
2. production - Quantity: 8

Total Order Value: $4205.8
Payment Terms: Net 30
Delivery Instructions: Pick now college line color difficult.

Regards,
Inc Purchasing Department",1
"Subject: Meeting Invitation

Hi Travis,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-11
Proposed Time: 04:47:51

Looking forward to your response.

Best regards,
Nathan Mullen",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Ltd activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-92511
Customer: Poole-Hunter

Item List:
1. direction - Quantity: 34
2. since - Quantity: 48

Total Order Value: $2321.01
Payment Terms: Net 30
Delivery Instructions: In either board.

Regards,
Group Purchasing Department",1
"Subject: Job Application Acknowledgement

Dear Antonio Salazar,

We have received your job application for the Production engineer position.

We will review your application and get back to you soon.

Thank you,
Marshall-Dunn HR Department",0
"Subject: Purchase Order #2941

Dear Cameron, Miller and Williams,

This is a purchase order for the following items:

Item: billion
Quantity: 47
Unit Price: $94.61
Total Amount: $1472.26

Purchase Order Number: PO-54084
Customer: Lynch-Fletcher
Contact: Louis Williams
Email: erika56@example.net

Delivery Date: 2024-11-05

Best regards,
Perry, Macdonald and Brewer",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-22021
Customer: Phillips-Richardson

Item List:
1. lay - Quantity: 43
2. can - Quantity: 16

Total Order Value: $5430.02
Payment Terms: Net 30
Delivery Instructions: Turn discussion TV simply glass shake likely.

Regards,
and Sons Purchasing Department",1
"Subject: Purchase Order #7322

Dear Tran, Taylor and Sellers,

This is a purchase order for the following items:

Item: if
Quantity: 19
Unit Price: $157.78
Total Amount: $1884.5

Purchase Order Number: PO-53441
Customer: Carney, Brown and Kennedy
Contact: Debbie Reynolds
Email: osbornerandy@example.com

Delivery Date: 2024-12-31

Best regards,
Jarvis Inc",1
"Subject: Meeting Invitation

Hi Timothy,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2025-01-03
Proposed Time: 21:28:24

Looking forward to your response.

Best regards,
Billy Robinson",0
"Subject: Meeting Invitation

Hi Jean,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2025-01-03
Proposed Time: 01:33:10

Looking forward to your response.

Best regards,
Jeremy Hood",0
"Subject: Purchase Order #6396

Dear Thomas-Smith,

This is a purchase order for the following items:

Item: onto
Quantity: 90
Unit Price: $79.93
Total Amount: $1631.01

Purchase Order Number: PO-25887
Customer: Carter, Harris and Kim
Contact: Chloe Diaz
Email: hernandeztimothy@example.org

Delivery Date: 2024-12-26

Best regards,
Martin-Pena",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-63336
Customer: Randall-Durham

Item List:
1. indicate - Quantity: 31
2. physical - Quantity: 48

Total Order Value: $6328.58
Payment Terms: Net 30
Delivery Instructions: Ability southern standard movie several morning of.

Regards,
Inc Purchasing Department",1
"Subject: Purchase Order #2867

Dear Brown-Murray,

This is a purchase order for the following items:

Item: day
Quantity: 65
Unit Price: $437.46
Total Amount: $1655.57

Purchase Order Number: PO-30624
Customer: Johnson Inc
Contact: Lori Morrison
Email: paulestrada@example.org

Delivery Date: 2024-12-26

Best regards,
Jones-Nelson",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-29091
Customer: Graham Group

Item List:
1. a - Quantity: 21
2. movement - Quantity: 1

Total Order Value: $7615.98
Payment Terms: Net 30
Delivery Instructions: Mouth same as discussion morning tax.

Regards,
LLC Purchasing Department",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Inc activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Job Application Acknowledgement

Dear Jeffrey Delgado,

We have received your job application for the Fish farm manager position.

We will review your application and get back to you soon.

Thank you,
Dean, Wright and Smith HR Department",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-50944
Customer: Quinn and Sons

Item List:
1. visit - Quantity: 30
2. clearly - Quantity: 5

Total Order Value: $534.71
Payment Terms: Net 30
Delivery Instructions: Worry skill group trade eye road meeting.

Regards,
Group Purchasing Department",1
"Subject: Job Application Acknowledgement

Dear Scott Johnson,

We have received your job application for the Chartered management accountant position.

We will review your application and get back to you soon.

Thank you,
Zavala Inc HR Department",0
"Subject: Job Application Acknowledgement

Dear Paul Ramos,

We have received your job application for the Event organiser position.

We will review your application and get back to you soon.

Thank you,
Nguyen LLC HR Department",0
"Subject: Meeting Invitation

Hi Gary,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-24
Proposed Time: 07:04:01

Looking forward to your response.

Best regards,
Stephanie George",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-99969
Customer: Henderson, Gregory and Beltran

Item List:
1. lead - Quantity: 49
2. war - Quantity: 28

Total Order Value: $9593.62
Payment Terms: Net 30
Delivery Instructions: Enough student seek including.

Regards,
Ltd Purchasing Department",1
"Subject: Purchase Order #1606

Dear Faulkner-Scott,

This is a purchase order for the following items:

Item: oil
Quantity: 57
Unit Price: $452.07
Total Amount: $1602.91

Purchase Order Number: PO-35276
Customer: Anderson, Brown and Cox
Contact: Dr. Courtney Rasmussen
Email: mooredaniel@example.org

Delivery Date: 2024-11-09

Best regards,
Rodriguez, Kramer and Weaver",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Ltd activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Inc activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Purchase Order #6769

Dear Zhang Inc,

This is a purchase order for the following items:

Item: direction
Quantity: 53
Unit Price: $333.69
Total Amount: $2383.8

Purchase Order Number: PO-30414
Customer: Gonzales-Gonzalez
Contact: Johnny Weber
Email: andrewalvarez@example.org

Delivery Date: 2024-12-10

Best regards,
Alexander-Ferguson",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Ltd activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-46000
Customer: Barnes-Jones

Item List:
1. site - Quantity: 12
2. tree - Quantity: 21

Total Order Value: $9385.61
Payment Terms: Net 30
Delivery Instructions: Policy similar hospital office job performance sound herself.

Regards,
Group Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-31606
Customer: Clark, Anderson and Chan

Item List:
1. clearly - Quantity: 5
2. tax - Quantity: 27

Total Order Value: $5769.69
Payment Terms: Net 30
Delivery Instructions: Want individual push best economic safe.

Regards,
Group Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-24370
Customer: Hernandez PLC

Item List:
1. between - Quantity: 19
2. wait - Quantity: 39

Total Order Value: $4236.34
Payment Terms: Net 30
Delivery Instructions: Woman will summer special state.

Regards,
LLC Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-90510
Customer: Bender, Murphy and Carter

Item List:
1. number - Quantity: 23
2. try - Quantity: 46

Total Order Value: $2513.73
Payment Terms: Net 30
Delivery Instructions: Still but describe far enough management analysis.

Regards,
Group Purchasing Department",1
"Subject: Job Application Acknowledgement

Dear Evan Orozco,

We have received your job application for the Recruitment consultant position.

We will review your application and get back to you soon.

Thank you,
Walker, Ewing and Garcia HR Department",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Group activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-83482
Customer: Clark LLC

Item List:
1. several - Quantity: 42
2. common - Quantity: 41

Total Order Value: $3563.69
Payment Terms: Net 30
Delivery Instructions: Design loss model recently such I though hear.

Regards,
Group Purchasing Department",1
"Subject: Purchase Order #6405

Dear Cooper-Higgins,

This is a purchase order for the following items:

Item: practice
Quantity: 86
Unit Price: $145.01
Total Amount: $2116.02

Purchase Order Number: PO-30827
Customer: Davenport and Sons
Contact: Linda Walsh
Email: urogers@example.com

Delivery Date: 2024-11-09

Best regards,
Gaines, Munoz and Valencia",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-14085
Customer: Griffin LLC

Item List:
1. likely - Quantity: 32
2. large - Quantity: 48

Total Order Value: $4788.91
Payment Terms: Net 30
Delivery Instructions: Store religious security maintain manager.

Regards,
Inc Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-32979
Customer: Smith, Mason and Martin

Item List:
1. plant - Quantity: 47
2. little - Quantity: 48

Total Order Value: $8787.1
Payment Terms: Net 30
Delivery Instructions: Share type myself view little growth result new.

Regards,
and Sons Purchasing Department",1
"Subject: Purchase Order #7082

Dear Cunningham, Roberts and White,

This is a purchase order for the following items:

Item: room
Quantity: 98
Unit Price: $166.55
Total Amount: $4685.46

Purchase Order Number: PO-48996
Customer: Robinson, Hart and Buck
Contact: Justin Jordan
Email: brownamanda@example.org

Delivery Date: 2024-11-21

Best regards,
Henderson, Quinn and Chandler",1
"Subject: Job Application Acknowledgement

Dear Dennis Hill,

We have received your job application for the Archaeologist position.

We will review your application and get back to you soon.

Thank you,
Morales PLC HR Department",0
"Subject: Purchase Order #1454

Dear Howard-Holden,

This is a purchase order for the following items:

Item: either
Quantity: 94
Unit Price: $282.75
Total Amount: $3974.23

Purchase Order Number: PO-23992
Customer: Harrington PLC
Contact: Chad Williams
Email: christopher24@example.com

Delivery Date: 2024-11-14

Best regards,
Green, Garner and Carter",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-29521
Customer: Kane PLC

Item List:
1. hand - Quantity: 16
2. around - Quantity: 15

Total Order Value: $5845.32
Payment Terms: Net 30
Delivery Instructions: Energy boy he himself outside.

Regards,
and Sons Purchasing Department",1
"Subject: Purchase Order #4403

Dear Mcknight-Carson,

This is a purchase order for the following items:

Item: need
Quantity: 46
Unit Price: $359.41
Total Amount: $2442.25

Purchase Order Number: PO-27638
Customer: Delgado, Watkins and Garrett
Contact: Jeffery Nelson
Email: jamesduncan@example.com

Delivery Date: 2024-11-09

Best regards,
Bennett, Norman and Jordan",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-25544
Customer: Young, Tyler and Matthews

Item List:
1. strong - Quantity: 38
2. position - Quantity: 48

Total Order Value: $3242.99
Payment Terms: Net 30
Delivery Instructions: Personal as new area strategy student budget.

Regards,
LLC Purchasing Department",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-38309
Customer: Garcia, Pierce and Sherman

Item List:
1. young - Quantity: 45
2. change - Quantity: 17

Total Order Value: $6093.39
Payment Terms: Net 30
Delivery Instructions: Station bank ability.

Regards,
Group Purchasing Department",1
"Subject: Job Application Acknowledgement

Dear Mark Freeman,

We have received your job application for the Merchant navy officer position.

We will review your application and get back to you soon.

Thank you,
Brown Inc HR Department",0
"Subject: Job Application Acknowledgement

Dear Timothy Bryant,

We have received your job application for the Tour manager position.

We will review your application and get back to you soon.

Thank you,
Moran, Bullock and Johnson HR Department",0
"Subject: Purchase Order #1681

Dear Hudson-Taylor,

This is a purchase order for the following items:

Item: above
Quantity: 22
Unit Price: $490.68
Total Amount: $142.15

Purchase Order Number: PO-37989
Customer: Mitchell, Bell and Davies
Contact: Stephen Hill
Email: deannaelliott@example.net

Delivery Date: 2024-11-16

Best regards,
Walter Inc",1
"Subject: Purchase Order #7215

Dear Schroeder-Roberts,

This is a purchase order for the following items:

Item: open
Quantity: 19
Unit Price: $299.69
Total Amount: $592.32

Purchase Order Number: PO-26962
Customer: Mccormick-Lewis
Contact: Regina Johnson
Email: houstonjeremy@example.org

Delivery Date: 2024-11-22

Best regards,
Diaz, Lynch and Wright",1
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-65695
Customer: Rivera-Jackson

Item List:
1. after - Quantity: 50
2. particularly - Quantity: 20

Total Order Value: $4854.06
Payment Terms: Net 30
Delivery Instructions: Rise act increase record beyond letter.

Regards,
Inc Purchasing Department",1
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Inc activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Purchase Order #8618

Dear King Inc,

This is a purchase order for the following items:

Item: key
Quantity: 71
Unit Price: $369.07
Total Amount: $2418.53

Purchase Order Number: PO-45078
Customer: Henry Ltd
Contact: Timothy Jones
Email: sandersadrian@example.org

Delivery Date: 2024-12-23

Best regards,
Wolfe-Munoz",1
"Subject: Job Application Acknowledgement

Dear Shannon Anderson,

We have received your job application for the Sound technician, broadcasting/film/video position.

We will review your application and get back to you soon.

Thank you,
Douglas PLC HR Department",0
"Subject: Product Order Confirmation

Order Details:
PO Number: PO-42459
Customer: Miller-Scott

Item List:
1. continue - Quantity: 7
2. list - Quantity: 2

Total Order Value: $5479.73
Payment Terms: Net 30
Delivery Instructions: Instead official its less within worker.

Regards,
Group Purchasing Department",1
"Subject: Purchase Order #8200

Dear Griffin LLC,

This is a purchase order for the following items:

Item: skill
Quantity: 5
Unit Price: $270.28
Total Amount: $870.48

Purchase Order Number: PO-53941
Customer: Ruiz LLC
Contact: Tyler Hutchinson
Email: trobertson@example.com

Delivery Date: 2024-11-11

Best regards,
Roberson, Rocha and Moody",1
"Subject: Purchase Order #5780

Dear Murray Ltd,

This is a purchase order for the following items:

Item: place
Quantity: 39
Unit Price: $489.83
Total Amount: $4764.06

Purchase Order Number: PO-95610
Customer: Guerra, Smith and Clay
Contact: James Brock
Email: nicole65@example.com

Delivery Date: 2024-11-13

Best regards,
Neal-Martinez",1
"Subject: Meeting Invitation

Hi Anthony,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-09
Proposed Time: 01:44:51

Looking forward to your response.

Best regards,
Shawn Rogers",0
"Subject: Job Application Acknowledgement

Dear Elizabeth Jones,

We have received your job application for the Community education officer position.

We will review your application and get back to you soon.

Thank you,
White, Simpson and Barron HR Department",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on Inc activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Meeting Invitation

Hi Sara,

I hope this email finds you well. I'd like to schedule a meeting to discuss our upcoming project.

Proposed Date: 2024-12-13
Proposed Time: 08:23:49

Looking forward to your response.

Best regards,
Hailey Freeman",0
"Subject: Monthly Newsletter

Dear Subscriber,

Here's our latest update on LLC activities.

Key Highlights:
- New product launch
- Upcoming events
- Industry insights

Stay tuned!

Regards,
Marketing Team",0
"Subject: Purchase Order #3668

Dear Lopez-Burgess,

This is a purchase order for the following items:

Item: any
Quantity: 78
Unit Price: $213.52
Total Amount: $202.33

Purchase Order Number: PO-61280
Customer: Robbins-Edwards
Contact: Howard Henderson
Email: marymitchell@example.net

Delivery Date: 2024-11-08

Best regards,
Smith LLC",1
